Who?	Sino?
You can never tell how long these meetings will last.	Hindi mo masasabi kung gaano katagal itong mga meeting na ito.
"Don't wait for me." "I wasn't going to wait for you."	"Huwag mo na akong hintayin." "Hindi naman talaga kita hihintayin."
Don't forget that smoking is dangerous to your health.	Huwag kalimutan na ang pananagarilyo'y masama sa iyong kalusugan.
I am very glad to hear that you speak Scottish Gaelic.	Natutuwa akong malaman na marunong kang magsalita ng Scottish Gaelic.
I can see some small fish swimming about in the water.	Kita ko ang mga maliliiit na isda na lumalangoy sa tubig.
I found this book by chance in a secondhand bookstore.	Suwerte lamang na nakita ko itong libro sa tindahan ng mga lumang libro.
I would have gone to the movies if I had had the time.	Kung may oras lang ako, pupunta sana ako sa sinehan.
If you don't want to go there, then we won't go there.	Kung ayaw mong pumaroon, di hindi tayo paparoon.
If you find an interesting book, please buy it for me.	Pagka may nakita kang librong nakakatuwa, pakibili.
If you had a time machine, which year would you visit?	Kung may Makina ng Oras ka, aling taon ka bibisita?
My parents told me that we should respect the elderly.	Sabi ng magulang ko na dapat nating igalang ang mga nakatatanda.
She advised him to go abroad while he was still young.	Pinayuhan niyang mag-ibang bansa siya habang siya'y bata pa.
That kid was almost run over when the truck backed up.	Muntik nang masagasaan ang batang iyon nang umatras ang trak.
The summit of the mountain is covered with fresh snow.	Ang tuktok ng bundok ay nababalot ng sariwang niyebe.
"Hello? May I speak with Mary?" "Please wait a moment."	"Hello? Pwede ko bang makausap si Mary?" "Sandali lang."
Excuse me, but will you tell me where to change trains?	Pawalanggalang po, pero puwede ba po ninyong sabihin sa akin kung saan ang pagpalit ng tren?
I walked quickly so that I might catch the first train.	Naglakad ako nang mabilis para maabutan ang unang tren.
It's up to you to decide whether we'll go there or not.	Sa iyo yung magdesisyon kung tayo'y paparoon o hindi.
People tell you a lot of things that aren't quite true.	Maraming sinasabi sayo ang mga tao na hindi naman talaga totoo.
She looks young, but actually she's older than you are.	Mukhang bata siya, pero sa katotohanan, mas matanda siya sa iyo.
She must have been very young when she wrote this poem.	Baka talagang bata siya noong sinulat niya ang tulang ito.
There are many jobs available in the computer industry.	May maraming trabaho sa kompyuter na industriya.
There is a great conflict between religion and science.	May dakilang laban ng relihiyon at agham.
We are looking for someone who is proficient in French.	Naghahanap kami ng taong matatas sa Pranses.
What we say and what we mean are often quite different.	Kung ano sinasabi natin at ang ibig nating sabihin ay kadalasang magkaiba.
I didn't really understand where the question came from.	Di ko talagang naintindihan ang kasaysayan ng tanong.
I felt that he skirted around the most important issues.	Pakiramdam ko'y iniwasan niya ang mga pinakamahalagang problema.
I like all sorts of Asian foods, particularly Thai food.	Gusto ko ang lahat na iba-ibang pagkaing Asyano, lalu na yung Thai.
I'm sorry to have kept you waiting for such a long time.	Pasensiya na at pinaghintay kita nang matagal.
If you buy a new car, what will you do with the old one?	Kung bibili ka ng bagong awto, anong gagawin mo sa luma?
It's difficult to help people that don't want your help.	Mahirap tulungan ang taong di gusto ang tulong mo.
She was able to go to college thanks to the scholarship.	Nakapagkolehiyo siya salamat sa scholarship.
Tom can't quite bring himself to tell Mary he loves her.	Hindi magawa ni Tom na sabihin kay Mary na mahal niya ito.
We arrived at the airport three hours before our flight.	Dumating kami sa paliparan tatlong oras bago ang paglipad.
Do you believe our destinies are controlled by the stars?	Naniniwala ka bang kinokontrol ng mga bituwin ang ating mga kapalaran?
If something goes wrong, just blame it on the translator.	Pagka may nangyari, pagbintangan ang tagasalin.
Just this morning, Tom repaid Mary the money he owed her.	Nitong umaga lamang, binayaran ni Tom ang utang niya kay Mary.
Large catches of squid are a sign of a coming earthquake.	Ang mga malalaking kuha ng pusit ay sinyal ng lindol na dadating.
Many gamblers win and lose money at the horse-race track.	Maraming sugarol ang nananalo at nawawalan ng pera sa karera ng kabayo.
My parents are away on a trip and I'm alone in our house.	Ang mga magulang ko'y nagbiyabiyahe't ako'y nag-iisa sa aming bahay.
The students didn't remember what they read in that book.	Hindi matandaan ng mga estudyante kung anong binasa nila sa librong iyon.
There are people who talk just because they have a mouth.	May taong dumadaldal dahil lamang may bunganga sila.
He concealed the file in what he thought was a safe place.	Tinago niya ang file sa inaakala niyang ligtas na lugar.
I don't care where we eat dinner. It's entirely up to you.	Wala akong pakialam kung saan tayo maghahapunan. Nasa iyo na iyon.
I don't know how things were a hundred or fifty years ago.	Di ko alam ang mga bagay noong nakalipas nang 100 o 50 taon.
I wouldn't be too surprised if Tom didn't show up on time.	Hindi na ako magugulat kung mahuli si Tom.
I'm not sure why they were forced to close the restaurant.	Di ako sigurado kung bakit sila'y pinasara ang restawran.
I'm sorry I am late, but there's been a lot of work to do.	Pasensya na at late ako, ang dami kasi ng kinailangan kong gawin.
Some Japanese are shy even to the point of appearing rude.	May mga Hapong mahiyain namang hanggang namamasdang parang bastos.
Strange to say, I dreamed the same dream twice last night.	Kakaiba, pero dalawang beses kong napanaginipan ang iisang panaginip.
There are more than seven thousand languages in the world.	May mahigit nang pitong libong wika sa daigdig.
They attacked a group of Frenchmen and killed ten of them.	Sinugod nila ang isang grupo ng mga Pranses at pinatay ang sampu dito.
I think they must be twins, but she says they cannot be so.	Sa tingin ko kambal sila, pero sabi niya hindi daw ito maaari.
If you are going abroad, it's necessary to have a passport.	Kung mangingibang-bansa ka, kailangan mo ng pasaporte.
Many people in Africa were killed as a result of the storm.	Maraming tao sa Africa ang namatay dahil sa bagyo.
The instant he opened the door, he smelt something burning.	Pagkabukas na pagkabukas niya ng pinto, may naamoy siyang nasusunog.
The most important thing in a persons life is one's health.	Ang kalusugan ang pinakaimportante sa buhay ng tao.
The sea covers nearly three-fourths of the earth's surface.	Ang dagat ay nakalatag nang mga tatlong-kapat ng ibabaw ng Tiyera.
There were many things that I didn't like about that movie.	Ang dami kong hindi nagustuhan sa pelikulang iyon.
His bag is right here, so he cannot have gone to school yet.	Narito pa ang bag niya, kaya hindi maaaring nakapunta na siya ng paaralan.
I was just about to leave the house when the telephone rang.	Paalis na sana ako ng bahay nang tumunog ang telepono.
I will have climbed Mt. Fuji four times if I climb it again.	Apat na beses ko na aakyatin ang Bundok ng Fuji kung muli kong aakyatin.
Seen from a distance, the big rock looks like an old castle.	Sa malayo, parang lumang kastilyo ang malaking bato.
Apart from a few spelling mistakes, it is a good composition.	Maliban sa iilang pagkakamali sa pagbaybay, ito ay isang magandang katha.
He compiled a Japanese folklore anthology for use in schools.	Pinagsamasama niya ang antolohiya ng Hapong alamat para gamitin sa paaralan.
He says what he thinks regardless of other people's feelings.	Sinasabi niya ang iniisip niya nang pabaya sa paramdam ng ibang tao.
A bat hunts food and eats at night, but sleeps during the day.	Ang paniki ay nangangaso ng pagkain at kumakain sa gabi, ngunit natutulog sa umaga.
He does not seem to be able to catch on to what she is saying.	Parang hindi niya maintindihan ang sinasabi ng babae.
In the 6th century, the Anglo-Saxons adopted Roman characters.	Noong ika-6 na siglo, inadopta ng mga Anglo-Sahon ang mga letrang Romano.
They teach Chinese as a second national language in Singapore.	Itinuturo ang Chinese bilang ikalawang pambansang wika sa Singapore.
I think she probably just thinks of herself as one of the boys.	Sa tingin ko, iniisip niyang isa siya sa mga lalaki.
When I hear that song, I think about the place where I grew up.	Nang parinig ko ang kantang iyon, isip ko ang lugar nang ako'y pinanganak.
I asked him if you will come with me, but he didn't even answer.	Tinanong ko siya kung sasama ka sa akin, pero ni hindi siya sumagot.
It is often said that the world is becoming smaller and smaller.	Lumiliit nang lumiliit daw ang daigdig.
It looks like the party in power will win the upcoming election.	Mukhang mananalo sa darating na eleksyon ang namumunong partido.
The boy fainted, but he came to when we threw water on his face.	Nahimatay ang batang lalaki, pero nahimasmasan siya nang binuhusan namin siya ng tubig.
Tom doesn't know the difference between astronomy and astrology.	Di alam ni Tomas ang kaibahan ng astronomiya at astrolohiya.
Either he doesn't know how to wash the dishes or he is just lazy.	Maaaring di siya marunong maghugas ng pinggan o tamad lang talaga siya.
His good health enabled him to work till the age of seventy-five.	Nakapagtrabaho siya hanggang 75 taong gulang dahil sa kanyang malusog na katawan.
Walk three more blocks and you will find the museum on your left.	Maglakad ka pa ng tatlong kanto at makikita mo ang museo sa kaliwa.
When you shake hands with somebody, you must look him in the eye.	Pagka may kinakamayan ka, dapat tingnan mo ang mata niya.
He said, "I will say nothing more, because I hate making excuses."	Ang sabi niya, "Ayaw kong gumawa ng palusot, kaya wala na akong sasabihin pa."
I don't understand how he can speak with a cigarette in his mouth.	Hindi ko alam kung paano siya nakakasalita nang may sagarilyo sa bunganga.
The article on Buddhism revived my interest in Oriental religions.	Ang artikulo tungkol sa Budismo'y binuhay ang hilig ko sa mga relihiyong Silanganin.
Though she did not wear expensive clothes, she was neatly dressed.	Kahit hindi siya nagsuot ng mamahaling damit, maayos ang itsura niya.
When I was in high school, I used to earn extra money babysitting.	Nung nasa hayskul ako, kumita ako ng ekstrang pera nang nagbebeybisit ako.
It took me more than two hours to translate a few pages of English.	Inabot ako ng mahigit dalawang oras sa pagsalin ng ilang pahina sa Ingles.
We have lots of bread, and as for butter, we have more than enough.	Marami kaming tinapay at sobra-sobra din ang mantikilya namin.
Tom can't even play one song on his ukulele without making mistakes.	Di makaisang tugtog si Tomas sa kanyang ukelele nang walang mali.
Some people claim that there are no more heroes in the Western world.	May mga nagsasabi na wala na daw mga bayani sa Kanluran.
Can you describe to me the difference between black tea and green tea?	Mapapaliwanag mo ba ang kaibahan ng itim na tsa at berdeng tsa?
It's probably healthier to eat popcorn than it is to eat potato chips.	Baka mas malusog kumain ng papkorn kaysa sa kumain ng poteyto tsip.
Just as he was getting the hang of things, they changed all the rules.	Kung kailan naiintindihan na niya, saka pa nila binago ang mga alituntunin.
The Japanese tend to identify themselves with the group they belong to.	Ang Hapon ay malamang na kilalanin sa grupo nilang pinanggagalingan.
Tom tried to squeeze into the jeans he had worn when he was a teenager.	Sinubukang dumiin si Tomas sa dyins na sinuot niya noong tineydyer pa siya.
Money isn't everything, but if you have no money, you can't do anything.	Hindi lahat ang pera, ngunit kung wala kang pera, hindi ka maaaring gumawa ng kahit ano.
Please telephone me when you have made up your mind what you want to do.	Pakitawagan mo ako kapag alam mo na ang gusto mong gawin.
The boy pretended he could read, but he was holding the book upside down.	Nagkunwari ang batang lalaki na marunong siyang magbasa, ngunit baliktad ang librong hawak niya.
I don't feel like filling out this questionnaire. There are too many items.	Parang ayaw ko sagutan itong questionnaire. Masyadong maraming tanong.
You speak a bit too fast for me. Could you speak a bit more slowly, please?	Masyado kayong mabilis magsalita. Puwede ba hong magsalita kayo nang mas dahan-dahan?
